label,HK1_drl,HK2_drl,HK3_drl,HK4_drl,HK5_drl,HK6_drl,HK7_drl,HK8_drl,HK9_drl,HK10_drl,HK11_drl,HK12_drl,HK1_dtbhk,HK2_dtbhk,HK3_dtbhk,HK4_dtbhk,HK5_dtbhk,HK6_dtbhk,HK7_dtbhk,HK8_dtbhk,HK9_dtbhk,HK10_dtbhk,HK11_dtbhk,HK12_dtbhk,HK1_sotchk,HK2_sotchk,HK3_sotchk,HK4_sotchk,HK5_sotchk,HK6_sotchk,HK7_sotchk,HK8_sotchk,HK9_sotchk,HK10_sotchk,HK11_sotchk,HK12_sotchk,pass_avsc,CCHV_1,CCHV_2,CCHV_3,CCHV_4,CCHV_5,CCHV_6
0,77.0,59.0,64.0,53.0,81.0,75.0,76.0,75.0,,,,,6.59,3.36,7.56,6.4,7.32,6.47,5.04,6.99,,,,,17.0,17.0,17.0,22.0,12.0,21.0,12.5,19.0,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,80.0,93.0,95.0,85.0,86.0,80.0,96.0,,78.0,,,,7.82,7.86,8.46,8.08,7.36,9.35,8.42,,,,,,17.0,21.0,22.0,20.0,20.0,16.0,15.0,,,,,,True,,,,,,
1,72.0,67.0,27.0,27.0,,,,,,,,,4.8,3.75,4.8,1.22,,,,,,,,,20.0,21.0,15.0,21.0,,,,,,,,,,,,,,,
1,72.0,72.0,76.0,75.0,68.0,,,,,,,,7.02,5.17,5.91,5.51,4.91,,,,,,,,19.0,15.0,24.0,18.0,16.0,,,,,,,,True,,,,,,
1,69.0,69.0,37.0,59.0,65.0,56.0,75.0,63.0,68.0,75.0,,,5.85,4.54,7.1899999999999995,3.47,5.859999999999999,3.16,3.92,4.22,4.34,4.45,,,17.0,21.0,16.0,16.0,12.0,20.0,16.5,19.0,20.0,16.0,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,94.0,100.0,98.0,96.0,78.0,88.0,86.0,,,,,,7.53,7.84,6.99,7.31,7.83,7.22,8.45,,,,,,17.0,21.0,24.0,19.0,19.0,20.0,15.0,,,,,,,,,,,,
1,65.0,56.0,23.0,38.0,56.0,,,,,,,,5.68,4.14,4.8,4.27,1.475,,,,,,,,13.0,19.0,15.0,19.0,8.0,,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,56.0,59.0,64.0,71.0,68.0,73.0,76.0,80.0,,,,,6.99,5.02,8.3,8.44,7.815,8.25,6.65,8.02,,,,,17.0,19.0,22.0,20.0,11.5,15.0,20.0,9.0,,,,,,,,,,,
0,80.0,70.0,68.0,76.0,80.0,75.0,70.0,83.0,,50.0,53.0,,5.81,5.96,7.859999999999999,6.08,6.93,6.6,6.47,6.46,,,,,19.0,19.0,13.5,21.0,16.0,16.0,16.0,15.0,,,,,,,,,,,
0,100.0,82.0,70.0,83.0,85.0,75.0,86.0,,,,,,8.81,6.85,6.86,7.33,6.65,6.92,6.96,,,,,,13.0,19.0,24.0,23.0,24.0,21.0,19.0,,,,,,,,,,,,
0,100.0,98.0,92.0,100.0,99.0,82.0,72.0,,71.0,65.0,,,7.36,8.3,7.61,7.42,7.93,8.77,8.93,,,,,,22.0,22.0,19.0,21.0,18.0,14.0,9.0,,,,,,,,,,,,
1,62.0,,73.0,73.0,,,,,,,,,4.99,,6.93,6.54,,,,,,,,,20.0,,18.0,21.0,,,,,,,,,True,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,91.0,98.0,65.0,76.0,58.0,68.0,72.0,,,,,,6.23,7.15,6.14,7.15,7.81,7.04,7.955,,,,,,22.0,20.0,21.0,20.0,15.0,14.0,10.5,,,,,,,,,,,,
1,67.0,56.0,62.0,57.0,12.0,28.0,75.0,48.0,,,,,6.42,5.38,4.39,3.73,0.49,3.8,2.04,1.41,,,,,13.0,22.0,19.0,21.0,22.0,22.0,16.0,21.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,70.0,71.0,90.0,68.0,83.0,66.0,80.0,80.0,,70.0,50.0,50.0,7.04,6.96,7.59,6.61,6.38,6.54,6.16,8.15,,,,,13.0,21.0,27.0,20.0,17.0,22.0,20.0,14.0,,,,,,Được xem xét hạ mức,Được xem xét hạ mức,,,,
0,85.0,85.0,90.0,90.0,100.0,100.0,100.0,,,,,,7.39,6.71,8.33,8.32,8.35,8.9,9.4,,,,,,20.0,23.0,19.0,22.0,24.0,21.0,10.0,,,,,,True,,,,,,
0,90.0,80.0,80.0,85.0,81.0,95.0,100.0,,,,,,7.63,7.1,7.83,8.16,8.46,8.62,8.41,,,,,,17.0,21.0,24.0,22.0,20.0,20.0,11.0,,,,,,True,,,,,,
0,88.0,90.0,94.0,87.0,97.0,88.0,78.0,,,,,,8.09,8.19,8.33,8.96,9.48,9.2,9.12,,,,,,22.0,24.0,21.0,17.0,20.0,16.0,15.0,,,,,,,,,,,,
1,79.0,69.0,64.0,60.0,73.0,73.0,80.0,,45.0,,,,8.04,7.57,6.65,6.92,4.96,3.78,6.23,,,,,,19.0,24.0,22.0,16.0,15.0,16.0,20.0,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,80.0,83.0,73.0,68.0,85.0,100.0,,,,,,,8.06,8.15,7.75,8.25,8.3,8.86,,,,,,,19.0,23.0,21.0,22.0,20.0,14.0,,,,,,,True,,,,,,
0,95.0,81.0,82.0,95.0,90.0,100.0,76.0,,78.0,,,,8.98,8.17,8.26,8.77,7.68,7.33,6.31,,,,,,19.0,19.0,27.0,15.0,16.0,16.0,19.0,,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,64.0,73.0,80.0,80.0,75.0,78.0,85.0,100.0,,,,,8.07,8.92,8.55,8.29,8.33,8.67,8.71,10.0,,,,,19.0,21.0,19.0,22.0,15.0,19.0,19.0,2.0,,,,,True,,,,,,
0,90.0,73.0,64.0,75.0,81.0,80.0,80.0,89.0,,50.0,58.0,,7.81,7.69,8.01,8.12,8.01,7.36,8.69,5.47,,,,,19.0,19.0,21.0,17.0,19.0,17.0,16.0,9.0,,,,,,,,,,,
1,85.0,73.0,30.0,46.0,59.0,,,,,,,,5.79,5.19,6.38,4.16,1.5350000000000001,,,,,,,,17.0,24.0,17.0,22.0,8.0,,,,,,,,,,,,,,
1,85.0,86.0,98.0,73.0,67.0,72.0,85.0,80.0,,70.0,50.0,50.0,8.21,7.98,8.64,7.92,7.27,5.9,8.25,8.06,,,,,17.0,24.0,20.0,23.0,17.0,15.0,17.0,14.0,,,,,,,,,,,
1,95.0,48.0,36.0,55.0,53.0,,,,,,,,6.91,2.99,3.11,4.05,2.66,,,,,,,,19.0,21.0,24.0,13.0,12.0,,,,,,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,,,,,
0,87.0,73.0,85.0,90.0,80.0,80.0,81.0,85.0,,,,,7.73,5.92,7.24,6.41,5.95,6.15,6.24,6.86,,,,,17.0,19.0,24.0,24.0,22.0,21.0,13.0,19.0,,,,,,,,,,,
0,61.0,45.0,53.0,76.0,95.0,100.0,100.0,,,,,,6.86,2.19,8.01,8.26,8.455,8.86,8.66,,,,,,19.0,21.0,26.0,25.0,15.5,22.0,20.0,,,,,,,,,,,,
0,67.0,63.0,96.0,73.0,83.0,88.0,83.0,90.0,,80.0,,,6.38,6.68,7.39,7.7,8.15,9.07,8.49,8.37,,,,,13.0,20.0,25.0,22.0,20.0,15.0,17.0,10.0,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
1,68.0,58.0,57.0,64.0,21.0,44.0,56.0,,,,,,4.59,4.12,4.37,2.89,3.44,0.64,2.25,,,,,,17.0,21.0,25.0,22.0,20.0,17.0,15.0,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,66.0,67.0,76.0,75.0,68.0,68.0,74.0,70.0,,,,,6.21,5.46,6.6,7.07,6.6,7.3,7.79,5.13,,,,,19.0,21.0,24.0,20.0,23.0,19.0,17.0,11.0,,,,,True,,,,,,
0,64.0,75.0,86.0,86.0,69.0,64.0,62.0,53.0,60.0,,,,6.0,5.11,6.745,6.55,6.07,7.23,7.42,8.53,8.21,,,,22.0,19.0,16.5,17.0,10.0,19.0,15.0,11.0,10.0,,,,,,,,,,
0,84.0,78.0,64.0,57.0,64.0,79.0,80.0,80.0,,70.0,,,7.06,7.02,7.46,7.62,7.85,7.37,7.57,9.0,,,,,24.0,21.0,24.0,16.0,16.0,15.0,18.0,2.0,,,,,,,,,,,
1,78.0,65.0,63.0,68.0,74.0,80.0,80.0,80.0,,70.0,50.0,50.0,6.12,2.51,6.86,6.72,6.575,7.29,7.57,6.46,,,,,17.0,19.0,25.0,22.0,14.0,20.0,15.0,19.0,,,,,,,,,,,
1,80.0,83.0,90.0,75.0,,,,,,,,,6.2,4.82,6.76,2.12,,,,,,,,,16.0,20.0,17.0,23.0,,,,,,,,,False,,Được xem xét hạ mức,,,,
1,81.0,78.0,20.0,,,,,,,,,,4.31,4.91,4.285,,,,,,,,,,9.0,17.0,15.5,,,,,,,,,,,,,,,,
0,66.0,81.0,89.0,77.0,96.0,90.0,74.0,93.0,,70.0,,,4.64,5.57,6.265000000000001,4.6,7.4,7.15,6.945,7.13,,,,,22.0,15.0,17.5,23.0,26.0,16.0,14.0,16.0,,,,,,,,,,,
0,78.0,80.0,80.0,75.0,80.0,85.0,76.0,80.0,,,,,8.23,6.9,7.88,7.57,7.65,8.45,7.63,8.52,,,,,17.0,23.0,18.0,18.0,17.0,15.0,17.0,9.0,,,,,,,,,,,
1,77.0,77.0,68.0,75.0,71.0,77.0,54.0,60.0,71.0,70.0,,,5.61,5.02,3.31,1.76,3.18,5.16,4.85,4.67,2.4000000000000004,4.11,,,22.0,22.0,29.0,15.0,21.0,30.0,20.0,30.0,15.5,23.0,,,,,,,,,
1,67.0,70.0,51.0,37.0,35.0,,36.0,36.0,75.0,80.0,65.0,,4.75,5.03,4.25,4.45,,,7.16,6.56,5.03,5.0,5.87,,22.0,18.0,15.0,13.0,,,14.0,21.0,21.0,23.0,24.0,,,,,,,,
0,83.0,97.0,100.0,96.0,90.0,88.0,90.0,85.0,,,,,8.0,8.3,7.22,8.44,8.0,8.1,8.72,9.36,,,,,17.0,22.0,25.0,17.0,14.0,19.0,17.0,14.0,,,,,,,,,,,
1,55.0,43.0,25.0,62.0,51.0,54.0,58.0,73.0,60.0,,,,3.12,3.83,4.140000000000001,3.09,6.145,2.63,4.96,2.42,0.9,,,,17.0,15.0,16.0,14.0,9.5,14.0,23.0,23.0,11.5,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,77.0,71.0,80.0,63.0,34.0,69.0,60.0,55.0,60.0,,,,5.68,4.4,6.55,6.38,7.03,6.65,6.25,5.86,4.345000000000001,,,,17.0,19.0,25.0,20.0,23.0,24.0,24.0,21.0,5.0,,,,,,,,,,
0,89.0,69.0,71.0,70.0,85.0,59.0,67.0,88.0,,70.0,60.0,65.0,5.59,5.93,6.57,6.14,6.88,6.96,7.15,8.33,,,,,22.0,22.0,21.0,20.0,18.0,20.0,16.0,15.0,,,,,,,,,,,
1,63.0,66.0,,,,,,,,,,,5.58,0.07,,,,,,,,,,,13.0,12.0,,,,,,,,,,,False,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,86.0,91.0,78.0,66.0,65.0,78.0,80.0,,,,,,8.17,7.6,7.46,8.18,8.08,8.41,7.720000000000001,,,,,,24.0,21.0,23.0,19.0,14.0,16.0,9.0,,,,,,,,,,,,
0,53.0,83.0,85.0,85.0,80.0,80.0,86.0,86.0,,,,,6.77,7.21,7.21,6.68,7.23,6.65,6.49,8.65,,,,,19.0,17.0,21.0,20.0,16.0,16.0,17.0,8.0,,,,,True,,,,,,
1,70.0,67.0,99.0,85.0,92.0,81.0,76.0,,71.0,70.0,60.0,70.0,6.39,5.61,7.654999999999999,7.52,8.48,8.08,8.94,,,,,,18.0,19.0,13.5,23.0,19.0,16.0,14.0,,,,,,,,,,,,
1,52.0,85.0,65.0,66.0,58.0,,55.0,,,,,,4.98,5.33,2.13,4.36,2.75,,,,,,,,21.0,22.0,16.0,15.0,17.0,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,91.0,83.0,49.0,29.0,51.0,29.0,0.0,,,,,,4.2,1.07,1.08,0.08,4.96,0.91,0.88,,,,,,22.0,22.0,19.0,19.0,13.5,26.0,21.0,,,,,,,,,,,,
0,64.0,72.0,90.0,80.0,90.0,85.0,90.0,,,,,,7.29,6.38,7.51,6.92,7.75,7.38,8.05,,,,,,17.0,19.0,22.0,22.0,16.0,20.0,16.0,,,,,,True,,,,,,
1,64.0,62.0,33.0,58.0,36.0,35.0,64.0,,,,,,5.29,4.46,5.28,5.82,4.07,4.03,2.9050000000000002,,,,,,19.0,24.0,19.0,15.0,21.0,15.0,10.5,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,80.0,81.0,64.0,80.0,90.0,90.0,85.0,80.0,,50.0,63.0,,8.85,6.94,7.56,7.36,6.81,6.36,7.08,7.18,,,,,17.0,23.0,20.0,23.0,15.0,18.0,18.0,12.0,,,,,,,,,,,
1,64.0,55.0,57.0,90.0,37.0,76.0,64.0,,63.0,58.0,55.0,65.0,4.8,6.36,6.555,6.61,6.83,7.12,7.06,,,,,,22.0,21.0,16.5,15.0,23.0,18.0,20.0,,,,,,,,,,,,
1,87.0,81.0,,,,,,,,,,,8.55,4.48,,,,,,,,,,,17.0,18.0,,,,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,83.0,78.0,83.0,73.0,60.0,68.0,76.0,75.0,,70.0,,,9.06,8.64,8.97,7.84,6.32,7.39,8.504999999999999,8.29,,,,,17.0,22.0,21.0,24.0,17.0,15.0,9.0,14.0,,,,,,,,,,,
1,66.0,63.0,88.0,85.0,85.0,75.0,80.0,63.0,,,,,4.28,3.47,4.34,6.16,5.83,5.33,4.5,3.94,,,,,15.0,17.0,19.0,24.0,24.0,20.0,22.0,7.0,,,,,False,,,,,,
0,86.0,82.0,,,85.0,90.0,86.0,80.0,83.0,,,,6.57,4.46,,,7.605,7.04,7.72,6.32,7.04,,,,17.0,21.0,,,13.5,24.0,20.0,20.0,19.0,,,,,,,,,,
0,97.0,83.0,71.0,80.0,80.0,85.0,65.0,80.0,,70.0,,,7.98,8.01,8.4,8.03,7.99,7.55,8.58,7.65,,,,,19.0,19.0,22.0,17.0,16.0,16.0,16.0,15.0,,,,,,,,,,,
1,54.0,74.0,71.0,64.0,58.0,39.0,75.0,75.0,65.0,70.0,50.0,,7.56,7.73,7.41,7.65,5.04,5.4,5.64,6.41,3.215,2.17,2.86,,17.0,24.0,26.0,14.0,18.0,19.0,20.0,14.0,11.5,7.0,7.0,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,85.0,59.0,63.0,61.0,60.0,63.0,60.0,59.0,65.0,70.0,,50.0,7.21,4.35,5.56,4.82,8.129999999999999,7.31,7.17,5.65,7.58,4.11,,,17.0,19.0,24.0,25.0,13.0,21.0,13.5,6.0,11.0,7.0,,,,,,,,,
1,95.0,100.0,70.0,75.0,75.0,71.0,,,,,,,6.44,5.6,5.53,1.92,2.36,0.0,,,,,,,17.0,20.0,24.0,18.0,18.0,18.0,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,59.0,76.0,88.0,67.0,77.0,56.0,68.0,,,,,,4.8,5.1,7.48,6.92,8.12,7.55,8.14,,,,,,22.0,21.0,14.5,19.0,19.0,19.0,14.0,,,,,,,,,,,,
0,85.0,78.0,73.0,68.0,64.0,66.0,75.0,75.0,65.0,75.0,50.0,,5.46,6.43,6.45,6.18,6.93,6.94,7.18,6.65,3.275,6.25,4.0,,13.0,19.0,14.5,23.0,20.0,19.0,15.0,14.0,12.0,6.0,3.0,,,,,,,,
0,80.0,83.0,80.0,80.0,76.0,85.0,100.0,99.0,,,,,6.77,7.36,7.34,7.77,7.68,7.58,8.25,7.8,,,,,19.0,17.0,24.0,20.0,20.0,19.0,21.0,4.0,,,,,True,,,,,,
0,82.0,59.0,44.0,42.0,7.0,53.0,66.0,46.0,85.0,80.0,,,5.66,6.02,5.45,5.46,3.33,5.75,4.93,5.05,5.03,1.88,,,22.0,22.0,20.0,21.0,22.0,16.0,28.0,16.0,24.0,16.0,,,,,,,,,
0,76.0,74.0,100.0,58.0,100.0,74.0,76.0,73.0,,,,,4.92,4.92,5.88,5.2,7.345,7.32,9.14,7.86,,,,,18.0,18.0,11.0,18.0,11.5,27.0,10.0,12.0,,,,,,,,,,,
0,81.0,77.0,69.0,75.0,85.0,85.0,86.0,90.0,,,,,8.0,7.16,8.27,7.73,8.094999999999999,8.48,8.71,8.79,,,,,13.0,15.0,23.0,23.0,11.5,19.0,14.0,8.0,,,,,,,,,,,
1,34.0,35.0,,,,,,,,,,,3.16,3.37,,,,,,,,,,,17.0,21.0,,,,,,,,,,,True,,,,,,
0,79.0,84.0,95.0,71.0,58.0,65.0,73.0,68.0,,,,,6.59,6.06,8.02,6.89,6.11,7.94,7.5,8.23,,,,,17.0,20.0,16.0,21.0,14.0,17.0,18.0,12.0,,,,,,,,,,,
0,66.0,80.0,95.0,97.0,100.0,80.0,74.0,60.0,,,,,4.84,3.75,5.705,6.09,6.27,7.16,6.63,7.06,,,,,22.0,16.0,16.5,27.0,27.0,22.0,12.0,20.0,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
1,67.0,70.0,-2.0,25.0,0.0,,,,,,,,5.32,5.17,3.32,1.39,1.47,,,,,,,,17.0,26.0,21.0,20.0,11.0,,,,,,,,,,,,,,
0,78.0,78.0,84.0,75.0,66.0,80.0,80.0,,,,,,6.24,5.83,6.72,6.94,6.859999999999999,7.85,8.11,,,,,,17.0,19.0,26.0,15.0,14.0,15.0,20.0,,,,,,,,,,,,
0,71.0,67.0,90.0,85.0,80.0,85.0,100.0,,,,,,7.09,7.38,8.17,7.69,7.9,8.83,9.24,,,,,,19.0,17.0,20.0,24.0,20.0,16.0,15.0,,,,,,True,,,,,,
0,73.0,86.0,87.0,69.0,69.0,78.0,80.0,75.0,,,,,6.21,4.48,6.86,6.5,6.9350000000000005,7.52,7.5,6.94,,,,,17.0,21.0,23.0,20.0,9.0,17.0,15.0,16.0,,,,,,,,,,,
1,66.0,57.0,29.0,47.0,,20.0,,,,,,,4.94,3.68,4.76,2.59,,,,,,,,,24.0,24.0,24.0,19.0,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,67.0,80.0,77.0,85.0,62.0,73.0,80.0,,60.0,65.0,,,7.97,7.39,8.17,8.41,8.28,8.04,8.43,,,,,,17.0,19.0,28.0,18.0,19.0,22.0,13.0,,,,,,,,,,,,
0,100.0,98.0,98.0,100.0,100.0,89.0,84.0,,,,,,7.5,7.43,8.6,8.71,8.87,9.13,9.015,,,,,,22.0,21.0,22.0,18.0,18.0,14.0,9.0,,,,,,,,,,,,
0,81.0,76.0,63.0,78.0,77.0,75.0,64.0,59.0,,63.0,,,6.95,5.75,3.01,6.99,7.09,7.99,8.07,5.93,,,,,22.0,22.0,12.0,18.0,15.0,23.0,17.0,14.0,,,,,,,,,,,
1,85.0,90.0,,,,,,,,,,,6.93,5.2,,,,,,,,,,,12.0,13.0,,,,,,,,,,,True,,,,,,
1,65.0,36.0,,,,,,,,,,,5.67,1.39,,,,,,,,,,,19.0,17.0,,,,,,,,,,,True,,,,,,
0,98.0,61.0,64.0,73.0,71.0,75.0,66.0,70.0,,70.0,,,6.52,6.0,6.43,6.91,6.85,7.83,7.19,8.19,,,,,22.0,22.0,12.0,25.0,15.0,15.0,16.0,14.0,,,,,,,,,,,
0,76.0,70.0,86.0,79.0,93.0,79.0,68.0,,55.0,,,,6.61,6.65,7.17,6.88,7.54,8.69,8.7,,,,,,22.0,17.0,17.0,15.0,18.0,14.0,9.0,,,,,,,,,,,,
0,94.0,79.0,69.0,80.0,76.0,75.0,86.0,75.0,,,,,8.97,7.79,7.98,7.3,6.94,7.02,7.21,7.01,,,,,13.0,23.0,24.0,16.0,17.0,19.0,20.0,16.0,,,,,,,,,,,
0,65.0,74.0,91.0,81.0,87.0,66.0,71.0,,,,,,6.91,6.21,6.04,6.96,6.959999999999999,7.98,7.07,,,,,,22.0,21.0,24.0,21.0,11.5,16.0,15.0,,,,,,,,,,,,
0,74.0,73.0,64.0,81.0,100.0,80.0,80.0,85.0,92.0,,,,7.52,6.12,7.2,8.02,7.91,8.54,8.71,8.73,8.6,,,,17.0,17.0,15.0,24.0,18.0,18.0,16.0,9.0,10.0,,,,,,,,,,
0,61.0,63.0,72.0,82.0,91.0,69.0,73.0,,,,,,5.09,4.48,4.855,6.0,7.235,7.16,7.83,,,,,,22.0,22.0,14.5,20.0,16.5,21.0,15.5,,,,,,,,,,,,
1,80.0,46.0,31.0,30.0,27.0,,,,,,,,5.12,2.84,5.02,2.17,2.355,,,,,,,,17.0,22.0,13.0,20.0,8.5,,,,,,,,,,,,,,
0,72.0,76.0,87.0,79.0,86.0,74.0,66.0,77.0,,,,,6.43,7.63,7.75,8.05,8.0,7.55,6.75,9.14,,,,,22.0,19.0,22.0,21.0,19.0,21.0,16.0,7.0,,,,,,,,,,,
0,92.0,79.0,94.0,89.0,72.0,77.0,66.0,64.0,,70.0,60.0,70.0,6.22,6.34,8.105,7.3,6.9,6.81,7.57,7.9,,,,,18.0,22.0,15.5,20.0,21.0,19.0,16.0,20.0,,,,,,,,,,,
1,84.0,89.0,,,,,,,,,,,5.71,5.31,,,,,,,,,,,16.0,18.0,,,,,,,,,,,False,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,92.0,80.0,80.0,78.0,45.0,40.0,67.0,68.0,60.0,70.0,50.0,,6.82,5.47,6.7,7.5,5.81,7.67,5.67,7.55,2.01,5.59,4.8,,17.0,20.0,11.5,21.0,17.0,23.0,19.0,11.0,13.0,10.0,3.0,,,Bị cảnh cáo vì đóng học phí trễ,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì đóng học phí trễ,,,
1,86.0,67.0,83.0,68.0,54.0,70.0,75.0,70.0,,70.0,50.0,,7.38,5.01,7.65,6.82,5.24,7.32,5.66,4.83,,,,,17.0,19.0,17.0,21.0,9.5,18.0,20.0,18.0,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,Được xem xét hạ mức,,,,
0,66.0,90.0,91.0,80.0,81.0,85.0,96.0,100.0,,,,,7.75,6.82,8.08,7.52,7.5,8.13,8.54,8.32,,,,,17.0,19.0,23.0,23.0,18.0,19.0,16.0,10.0,,,,,True,,,,,,
0,97.0,100.0,76.0,95.0,96.0,86.0,68.0,,55.0,,,,8.23,7.83,7.97,8.35,7.87,8.48,8.545,,,,,,22.0,21.0,21.0,20.0,18.0,14.0,9.0,,,,,,,,,,,,
0,73.0,76.0,64.0,73.0,66.0,83.0,85.0,75.0,,70.0,,,5.88,6.43,6.56,5.95,7.43,8.57,7.47,7.71,,,,,17.0,20.0,21.0,19.0,10.5,21.0,18.0,14.0,,,,,,,,,,,
0,87.0,86.0,93.0,75.0,84.0,72.0,74.0,,,,,,6.73,6.38,7.25,6.5,7.83,6.77,7.4,,,,,,22.0,16.0,24.0,17.0,16.0,21.0,18.0,,,,,,,,,,,,
0,80.0,84.0,84.0,66.0,85.0,61.0,66.0,70.0,,70.0,,,6.39,6.53,6.98,6.76,7.96,7.7,7.89,8.43,,,,,22.0,18.0,26.0,16.0,14.0,15.0,17.0,11.0,,,,,,,,,,,
0,39.0,51.0,64.0,76.0,80.0,80.0,70.0,,,,,,7.29,7.07,7.92,7.93,8.44,8.23,7.69,,,,,,17.0,15.0,22.0,24.0,18.0,15.0,18.0,,,,,,,,,,,,
1,68.0,63.0,-1.0,19.0,8.0,24.0,41.0,35.0,56.0,65.0,55.0,,4.5,2.5,1.535,1.68,4.66,2.5,3.4699999999999998,1.85,2.34,2.63,1.19,,22.0,20.0,18.0,18.0,23.0,26.0,14.5,19.0,16.5,22.0,17.5,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,68.0,35.0,55.0,56.0,45.0,49.0,,,,,,,4.0,4.39,4.315,4.28,5.800000000000001,3.06,,,,,,,13.0,17.0,14.0,20.0,14.0,18.0,,,,,,,,,,,,,
0,74.0,88.0,85.0,80.0,85.0,80.0,86.0,,,,,,8.02,7.81,7.91,7.92,7.9,7.74,8.35,,,,,,17.0,21.0,24.0,20.0,16.0,19.0,9.0,,,,,,True,,,,,,
1,82.0,68.0,80.0,59.0,44.0,52.0,72.0,50.0,65.0,75.0,,50.0,6.5,6.29,7.08,8.06,6.66,6.54,5.13,2.48,7.035,7.54,,,17.0,21.0,23.0,23.0,17.0,16.0,15.0,15.0,7.0,7.0,,,,,,,,,
1,84.0,100.0,80.0,90.0,85.0,,53.0,,,,,,6.02,4.65,5.04,4.7,2.94,,,,,,,,17.0,19.0,24.0,24.0,11.5,,,,,,,,True,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,85.0,85.0,90.0,88.0,81.0,85.0,80.0,,,,,,8.82,7.66,8.14,7.69,8.11,8.64,8.21,,,,,,17.0,24.0,24.0,22.0,14.0,16.0,9.0,,,,,,,,,,,,
0,64.0,83.0,80.0,75.0,66.0,68.0,95.0,75.0,,70.0,50.0,50.0,8.27,7.74,7.18,7.74,8.06,7.66,8.27,8.32,,,,,13.0,15.0,23.0,18.0,21.0,25.0,14.0,14.0,,,,,,,,,,,
0,89.0,72.0,76.0,73.0,79.0,80.0,78.0,77.0,,100.0,100.0,,6.95,6.02,6.78,6.02,5.86,6.7,6.525,5.65,,,,,19.0,21.0,24.0,25.0,16.0,15.0,14.5,21.0,,,,,,,,,,,
0,95.0,82.0,91.0,89.0,100.0,90.0,74.0,75.0,,,,,7.48,7.55,7.39,7.85,8.26,7.92,7.8,8.65,,,,,22.0,19.0,22.0,18.0,16.0,15.0,15.0,11.0,,,,,,,,,,,
0,54.0,49.0,60.0,63.0,59.0,68.0,81.0,70.0,65.0,75.0,,50.0,6.79,1.89,7.69,5.81,6.395,7.33,7.69,3.87,6.54,7.5,,,17.0,24.0,24.0,27.0,12.5,19.0,23.0,19.0,24.0,8.0,,,,,,,,,
0,76.0,69.0,94.0,67.0,62.0,74.0,71.0,75.0,68.0,,,,6.94,4.48,8.11,7.05,7.76,6.92,,6.82,7.885,,,,17.0,19.0,26.0,21.0,12.0,25.0,,17.0,10.0,,,,,,,,,,
0,68.0,87.0,84.0,82.0,64.0,78.0,68.0,,71.0,,,,7.71,7.71,7.6,7.76,7.06,8.37,7.2,,,,,,17.0,18.0,22.0,18.0,20.0,14.0,22.0,,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
1,61.0,67.0,76.0,37.0,-30.0,,0.0,,,,,,5.55,4.18,6.15,3.1,2.255,,,,,,,,22.0,17.0,13.0,21.0,11.5,,,,,,,,,,,,,,
0,64.0,70.0,76.0,80.0,80.0,80.0,74.0,81.0,,,,,7.1,6.65,7.91,7.4,7.47,7.96,7.99,8.54,,,,,17.0,19.0,19.0,21.0,17.0,15.0,17.0,16.0,,,,,True,,,,,,
0,57.0,65.0,65.0,69.0,92.0,75.0,64.0,68.0,68.0,,60.0,65.0,4.02,4.64,6.04,5.8,7.0,7.13,7.18,7.29,7.300000000000001,,,,22.0,18.0,10.5,15.0,15.5,26.0,18.0,17.0,3.5,,,,,,,,,,
